period_date,analysis_period,treated_value,synthetic_value,gap,outcome,treated_state
2018-03-01,pre,0.5,-20.381195853948846,20.881195853948846,formal_hiring_balance_ma6,RR
2018-04-01,pre,10.666666666666666,38.24234879726663,-27.575682130599965,formal_hiring_balance_ma6,RR
2018-05-01,pre,-72.83333333333333,181.63905713326017,-254.47239046659348,formal_hiring_balance_ma6,RR
2018-06-01,pre,-79.66666666666667,1262.601937832043,-1342.2686044987097,formal_hiring_balance_ma6,RR
2018-07-01,pre,-114.16666666666667,994.7122799211552,-1108.878946587822,formal_hiring_balance_ma6,RR
2018-08-01,pre,-83.5,621.1416742492582,-704.6416742492582,formal_hiring_balance_ma6,RR
2018-09-01,pre,21,545.1871060210375,-524.1871060210375,formal_hiring_balance_ma6,RR
2018-10-01,pre,27,540.5213921470786,-513.5213921470786,formal_hiring_balance_ma6,RR
2018-11-01,pre,124,783.6164338239407,-659.6164338239407,formal_hiring_balance_ma6,RR
2019-01-01,post,119,1605.0114131405003,-1486.0114131405003,formal_hiring_balance_ma6,RR
2019-02-01,post,97.16666666666667,2171.143797778408,-2073.9771311117415,formal_hiring_balance_ma6,RR
2019-03-01,post,87.33333333333333,1957.371969933883,-1870.0386366005498,formal_hiring_balance_ma6,RR
2019-04-01,post,8.5,2608.079771686297,-2599.579771686297,formal_hiring_balance_ma6,RR
2019-05-01,post,5,2406.585558828427,-2401.585558828427,formal_hiring_balance_ma6,RR
2019-06-01,post,0,2360.355366339749,-2360.355366339749,formal_hiring_balance_ma6,RR
2019-07-01,post,92.16666666666667,1674.4823888344754,-1582.3157221678086,formal_hiring_balance_ma6,RR
2019-08-01,post,179.16666666666666,1229.1702834553025,-1050.0036167886358,formal_hiring_balance_ma6,RR
2019-09-01,post,267.3333333333333,1599.9186091915751,-1332.5852758582419,formal_hiring_balance_ma6,RR
2019-10-01,post,282.3333333333333,1387.02212913901,-1104.6887958056768,formal_hiring_balance_ma6,RR
2019-11-01,post,366.3333333333333,1416.9545882913644,-1050.6212549580312,formal_hiring_balance_ma6,RR
2019-12-01,post,305.5,141.80344591811206,163.69655408188794,formal_hiring_balance_ma6,RR
2020-01-01,post,326.8333333333333,609.1066216605723,-282.27328832723896,formal_hiring_balance_ma6,RR
2020-02-01,post,407,1314.5054507262382,-907.5054507262382,formal_hiring_balance_ma6,RR
2020-03-01,post,374,695.9152478748097,-321.91524787480967,formal_hiring_balance_ma6,RR
2020-04-01,post,99.66666666666667,-1958.797718565054,2058.464385231721,formal_hiring_balance_ma6,RR
2020-05-01,post,-78.33333333333333,-2871.1292963635524,2792.795963030219,formal_hiring_balance_ma6,RR
2020-06-01,post,-54,-1593.926181787407,1539.926181787407,formal_hiring_balance_ma6,RR
2020-07-01,post,-88.33333333333333,-1622.8975160007253,1534.564182667392,formal_hiring_balance_ma6,RR
2020-08-01,post,-108,-1978.0137183188663,1870.0137183188663,formal_hiring_balance_ma6,RR
2020-09-01,post,21,-893.1832596436743,914.1832596436743,formal_hiring_balance_ma6,RR
2020-10-01,post,360.3333333333333,2474.253347583174,-2113.9200142498407,formal_hiring_balance_ma6,RR
2020-11-01,post,602,4316.608134615252,-3714.6081346152523,formal_hiring_balance_ma6,RR
2020-12-01,post,630.5,3346.8382863649967,-2716.3382863649967,formal_hiring_balance_ma6,RR
