period,period_date,year,quarter,sidra_period_code,sidra_period_label,uf,state_abbrev,state_name,macroregion,pnadc_population,pnadc_population_original_unit,unemployment_rate_pnadc,labor_income_real_pnadc,informality_rate_pnadc,formalization_rate_pnadc,income_variable_used,population_concept,formalization_rule,source_system
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,22,PI,Piaui,Northeast,2594000,Mil pessoas,0.142,2140,0.5870000000000001,0.4129999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,41,PR,Parana,South,9230000,Mil pessoas,0.08,3986,0.317,0.683,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,33,RJ,Rio de Janeiro,Southeast,14454000,Mil pessoas,0.147,4388,0.37200000000000005,0.6279999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,24,RN,Rio Grande do Norte,Northeast,2685000,Mil pessoas,0.157,2991,0.45,0.55,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,11,RO,Rondonia,North,1335000,Mil pessoas,0.085,2950,0.478,0.522,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,14,RR,Roraima,North,402000,Mil pessoas,0.16699999999999998,3361,0.45399999999999996,0.546,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,43,RS,Rio Grande do Sul,South,9218000,Mil pessoas,0.085,3927,0.324,0.6759999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,42,SC,Santa Catarina,South,6119000,Mil pessoas,0.057999999999999996,3930,0.259,0.741,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,28,SE,Sergipe,Northeast,1757000,Mil pessoas,0.159,2462,0.52,0.48,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,35,SP,Sao Paulo,Southeast,37028000,Mil pessoas,0.12300000000000001,4755,0.302,0.698,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q1,2020-01-01,2020,1,202001,1 trimestre 2020,17,TO,Tocantins,North,1188000,Mil pessoas,0.115,2772,0.43700000000000006,0.563,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,12,AC,Acre,North,624000,Mil pessoas,0.14400000000000002,2603,0.495,0.505,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,27,AL,Alagoas,Northeast,2460000,Mil pessoas,0.182,1987,0.47,0.53,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,13,AM,Amazonas,North,2993000,Mil pessoas,0.166,2579,0.5539999999999999,0.44600000000000006,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,16,AP,Amapa,North,580000,Mil pessoas,0.113,2603,0.462,0.538,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,29,BA,Bahia,Northeast,11685000,Mil pessoas,0.204,2205,0.485,0.515,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,23,CE,Ceara,Northeast,7212000,Mil pessoas,0.12300000000000001,2351,0.491,0.509,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,53,DF,Distrito Federal,Center-West,2370000,Mil pessoas,0.156,5203,0.261,0.739,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,32,ES,Espirito Santo,Southeast,3210000,Mil pessoas,0.126,2907,0.36700000000000005,0.633,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,52,GO,Goias,Center-West,5627000,Mil pessoas,0.131,2922,0.368,0.632,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,21,MA,Maranhao,Northeast,5254000,Mil pessoas,0.16699999999999998,1828,0.5579999999999999,0.44200000000000006,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,31,MG,Minas Gerais,Southeast,17059000,Mil pessoas,0.132,2732,0.354,0.646,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,50,MS,Mato Grosso do Sul,Center-West,2124000,Mil pessoas,0.11599999999999999,3269,0.363,0.637,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,51,MT,Mato Grosso,Center-West,2770000,Mil pessoas,0.10300000000000001,3306,0.382,0.618,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,15,PA,Para,North,6398000,Mil pessoas,0.09300000000000001,2285,0.564,0.43600000000000005,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,25,PB,Paraiba,Northeast,3169000,Mil pessoas,0.132,2233,0.474,0.526,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,26,PE,Pernambuco,Northeast,7494000,Mil pessoas,0.154,2195,0.455,0.5449999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,22,PI,Piaui,Northeast,2626000,Mil pessoas,0.133,1916,0.535,0.46499999999999997,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,41,PR,Parana,South,9317000,Mil pessoas,0.096,3403,0.302,0.698,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,33,RJ,Rio de Janeiro,Southeast,14490000,Mil pessoas,0.16699999999999998,3973,0.33299999999999996,0.667,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,24,RN,Rio Grande do Norte,Northeast,2729000,Mil pessoas,0.152,2658,0.405,0.595,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,11,RO,Rondonia,North,1323000,Mil pessoas,0.11,2746,0.462,0.538,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,14,RR,Roraima,North,401000,Mil pessoas,0.16899999999999998,3245,0.445,0.5549999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,43,RS,Rio Grande do Sul,South,9267000,Mil pessoas,0.09699999999999999,3396,0.3,0.7,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,42,SC,Santa Catarina,South,6217000,Mil pessoas,0.07200000000000001,3581,0.251,0.749,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,28,SE,Sergipe,Northeast,1777000,Mil pessoas,0.204,2250,0.483,0.517,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,35,SP,Sao Paulo,Southeast,37039000,Mil pessoas,0.139,4083,0.28300000000000003,0.717,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q2,2020-04-01,2020,2,202002,2 trimestre 2020,17,TO,Tocantins,North,1175000,Mil pessoas,0.128,2616,0.401,0.599,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,12,AC,Acre,North,638000,Mil pessoas,0.172,2688,0.47200000000000003,0.528,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,27,AL,Alagoas,Northeast,2458000,Mil pessoas,0.205,2012,0.45399999999999996,0.546,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,13,AM,Amazonas,North,3002000,Mil pessoas,0.16899999999999998,2552,0.5670000000000001,0.43299999999999994,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,16,AP,Amapa,North,588000,Mil pessoas,0.153,2971,0.45399999999999996,0.546,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,29,BA,Bahia,Northeast,11807000,Mil pessoas,0.21,2215,0.517,0.483,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,23,CE,Ceara,Northeast,7221000,Mil pessoas,0.142,2138,0.524,0.476,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,53,DF,Distrito Federal,Center-West,2357000,Mil pessoas,0.157,5580,0.289,0.7110000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,32,ES,Espirito Santo,Southeast,3209000,Mil pessoas,0.142,3007,0.387,0.613,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,52,GO,Goias,Center-West,5651000,Mil pessoas,0.136,3030,0.377,0.623,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,21,MA,Maranhao,Northeast,5208000,Mil pessoas,0.175,1873,0.588,0.41200000000000003,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,31,MG,Minas Gerais,Southeast,17066000,Mil pessoas,0.136,2790,0.375,0.625,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,50,MS,Mato Grosso do Sul,Center-West,2131000,Mil pessoas,0.11900000000000001,3413,0.35600000000000004,0.6439999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,51,MT,Mato Grosso,Center-West,2782000,Mil pessoas,0.102,3373,0.385,0.615,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,15,PA,Para,North,6411000,Mil pessoas,0.111,2188,0.608,0.392,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,25,PB,Paraiba,Northeast,3183000,Mil pessoas,0.174,2603,0.47200000000000003,0.528,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,26,PE,Pernambuco,Northeast,7419000,Mil pessoas,0.193,2288,0.48,0.52,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,22,PI,Piaui,Northeast,2652000,Mil pessoas,0.133,2025,0.5579999999999999,0.44200000000000006,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,41,PR,Parana,South,9352000,Mil pessoas,0.105,3472,0.29600000000000004,0.704,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,33,RJ,Rio de Janeiro,Southeast,14443000,Mil pessoas,0.193,4189,0.345,0.655,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,24,RN,Rio Grande do Norte,Northeast,2699000,Mil pessoas,0.17800000000000002,2492,0.418,0.5820000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,11,RO,Rondonia,North,1322000,Mil pessoas,0.11699999999999999,2613,0.47,0.53,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,14,RR,Roraima,North,407000,Mil pessoas,0.19,3339,0.46399999999999997,0.536,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,43,RS,Rio Grande do Sul,South,9199000,Mil pessoas,0.105,3549,0.303,0.6970000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,42,SC,Santa Catarina,South,6247000,Mil pessoas,0.067,3601,0.263,0.737,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,28,SE,Sergipe,Northeast,1779000,Mil pessoas,0.20800000000000002,2227,0.511,0.489,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,35,SP,Sao Paulo,Southeast,37353000,Mil pessoas,0.154,4396,0.28800000000000003,0.712,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q3,2020-07-01,2020,3,202003,3 trimestre 2020,17,TO,Tocantins,North,1162000,Mil pessoas,0.126,2521,0.45399999999999996,0.546,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,12,AC,Acre,North,640000,Mil pessoas,0.157,2661,0.46799999999999997,0.532,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,27,AL,Alagoas,Northeast,2490000,Mil pessoas,0.207,2193,0.442,0.558,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,13,AM,Amazonas,North,2963000,Mil pessoas,0.157,2496,0.589,0.41100000000000003,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,16,AP,Amapa,North,596000,Mil pessoas,0.159,2818,0.488,0.512,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,29,BA,Bahia,Northeast,11814000,Mil pessoas,0.20600000000000002,2159,0.531,0.469,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,23,CE,Ceara,Northeast,7281000,Mil pessoas,0.14400000000000002,2245,0.529,0.471,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,53,DF,Distrito Federal,Center-West,2374000,Mil pessoas,0.145,5764,0.28800000000000003,0.712,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,32,ES,Espirito Santo,Southeast,3202000,Mil pessoas,0.135,3118,0.387,0.613,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,52,GO,Goias,Center-West,5640000,Mil pessoas,0.128,3048,0.396,0.604,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,21,MA,Maranhao,Northeast,5194000,Mil pessoas,0.14800000000000002,1850,0.603,0.397,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,31,MG,Minas Gerais,Southeast,17108000,Mil pessoas,0.125,2935,0.385,0.615,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,50,MS,Mato Grosso do Sul,Center-West,2115000,Mil pessoas,0.096,3459,0.363,0.637,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,51,MT,Mato Grosso,Center-West,2804000,Mil pessoas,0.107,3429,0.4,0.6,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,15,PA,Para,North,6438000,Mil pessoas,0.109,2339,0.596,0.404,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,25,PB,Paraiba,Northeast,3159000,Mil pessoas,0.157,2969,0.488,0.512,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,26,PE,Pernambuco,Northeast,7395000,Mil pessoas,0.19399999999999998,2284,0.502,0.498,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,22,PI,Piaui,Northeast,2598000,Mil pessoas,0.12300000000000001,2103,0.593,0.40700000000000003,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,41,PR,Parana,South,9433000,Mil pessoas,0.10099999999999999,3824,0.295,0.7050000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,33,RJ,Rio de Janeiro,Southeast,14363000,Mil pessoas,0.196,4232,0.35200000000000004,0.6479999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,24,RN,Rio Grande do Norte,Northeast,2732000,Mil pessoas,0.156,2454,0.45899999999999996,0.541,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,11,RO,Rondonia,North,1340000,Mil pessoas,0.111,2638,0.502,0.498,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,14,RR,Roraima,North,416000,Mil pessoas,0.145,3301,0.474,0.526,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,43,RS,Rio Grande do Sul,South,9223000,Mil pessoas,0.086,3552,0.307,0.6930000000000001,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,42,SC,Santa Catarina,South,6259000,Mil pessoas,0.054000000000000006,3801,0.273,0.727,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,28,SE,Sergipe,Northeast,1790000,Mil pessoas,0.183,2562,0.541,0.45899999999999996,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,35,SP,Sao Paulo,Southeast,37553000,Mil pessoas,0.14800000000000002,4303,0.298,0.702,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2020Q4,2020-10-01,2020,4,202004,4 trimestre 2020,17,TO,Tocantins,North,1168000,Mil pessoas,0.113,2643,0.445,0.5549999999999999,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,12,AC,Acre,North,638000,Mil pessoas,0.179,2728,0.469,0.531,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2021Q1,2021-01-01,2021,1,202101,1 trimestre 2021,27,AL,Alagoas,Northeast,2477000,Mil pessoas,0.203,2262,0.484,0.516,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
