period_date,analysis_period,treated_value,synthetic_value,gap,outcome,lambda,cv_rmse
2017-11-01,pre,143,148.87507409761372,-5.8750740976137195,formal_hiring_balance,3.605471154250506,0.8018080582949044
2017-12-01,pre,-229,-310.46792385398663,81.46792385398663,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-01-01,pre,92,199.28273239398823,-107.28273239398823,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-02-01,pre,-49,41.78384900771708,-90.78384900771708,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-03-01,pre,-2,115.07187423561354,-117.07187423561354,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-04-01,pre,109,91.85371654352895,17.146283456471053,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-05-01,pre,-358,-109.95981081052165,-248.04018918947835,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-06-01,pre,-270,-134.80184460455612,-135.19815539544388,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-07-01,pre,-115,-57.03469407744643,-57.96530592255357,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-08-01,pre,135,202.34428754519976,-67.34428754519976,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-09-01,pre,625,482.16051696147946,142.83948303852054,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-10-01,pre,145,122.58773135820168,22.41226864179832,formal_hiring_balance,3.605471154250506,0.8018080582949044
2018-11-01,pre,224,217.2704651064272,6.729534893572804,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-01-01,post,-300,90.18555111672632,-390.1855511167263,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-02-01,post,-246,321.12205881041416,-567.1220588104142,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-03-01,post,76,-36.84350709001822,112.84350709001822,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-04-01,post,152,-34.5910207142217,186.5910207142217,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-05-01,post,124,48.624833775295926,75.37516622470407,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-06-01,post,194,54.653401961945676,139.3465980380543,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-07-01,post,253,55.22922955141842,197.77077044858157,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-08-01,post,276,303.95256602460216,-27.952566024602163,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-09-01,post,605,497.96760361136813,107.03239638863187,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-10-01,post,242,-33.61583586492959,275.6158358649296,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-11-01,post,628,141.8270840072919,486.1729159927081,formal_hiring_balance,3.605471154250506,0.8018080582949044
2019-12-01,post,-171,-300.1578499279069,129.1578499279069,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-01-01,post,381,438.7524894575745,-57.752489457574484,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-02-01,post,757,406.8628052279209,350.1371947720791,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-03-01,post,407,-547.156680297422,954.156680297422,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-04-01,post,-1404,-1614.0274593504298,210.0274593504298,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-05-01,post,-440,-628.9962601860383,188.99626018603828,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-06-01,post,-25,-257.4328459125411,232.4328459125411,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-07-01,post,175,-15.20012769121054,190.20012769121053,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-08-01,post,639,185.2989183908736,453.7010816091264,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-09-01,post,1181,555.5853889696982,625.4146110303018,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-10-01,post,632,481.1501864326211,150.84981356737887,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-11-01,post,1010,574.691622407351,435.308377592649,formal_hiring_balance,3.605471154250506,0.8018080582949044
2020-12-01,post,146,-46.63899651368429,192.63899651368428,formal_hiring_balance,3.605471154250506,0.8018080582949044
